cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,      z-velocity,      y-velocity,      x-velocity,cell-wall-distance,boundary-normal-dist
       150, 3.963596106E+00, 7.414536785E-16, 9.041857719E+00,-1.420062315E-02,-4.127475404E-05,-7.952870269E-14, 5.000485992E+01, 9.046019554E+00, 3.738021053E-02
       151, 4.882640362E+00,-4.751483198E-16, 8.600127220E+00,-3.086447017E-03,-1.906107354E-04, 2.027377205E-13, 5.000495529E+01, 8.605881691E+00, 3.427171749E-02
       152, 4.531412601E+00,-9.283506513E-16, 8.598335266E+00,-8.494927548E-03,-1.759352162E-04,-1.747326750E-13, 5.000508499E+01, 8.603472710E+00, 4.429344723E-02
       153, 4.354151249E+00, 1.652052978E-18, 8.695073128E+00,-1.131873019E-02,-1.440320484E-04,-1.170314100E-13, 5.000503922E+01, 8.689685822E+00, 3.524716199E-02
       154, 4.177081585E+00, 1.233271501E-15, 8.785145760E+00,-1.334167551E-02,-1.028214538E-04, 9.813557200E-14, 5.000501633E+01, 8.787217140E+00, 3.701731122E-02
       155, 3.798733711E+00,-7.491633724E-16, 9.409233093E+00,-1.264810096E-02,-9.254336874E-06, 2.724430653E-15, 5.000473404E+01, 9.418036461E+00, 4.177520103E-02
       156, 3.600403547E+00, 1.088594674E-15, 9.765974998E+00,-1.233524270E-02,-4.669967893E-06, 9.444061608E-16, 5.000464630E+01, 9.784382820E+00, 4.009771413E-02
       157, 3.700419664E+00,-9.905305988E-16, 9.588758469E+00,-1.277254615E-02,-6.705725355E-06,-8.512444798E-15, 5.000465775E+01, 9.607590675E+00, 4.033336406E-02
       158, 4.041808605E+00, 1.579987074E-15, 8.963468552E+00,-1.372334082E-02,-6.132867566E-05,-6.354448455E-14, 5.000492477E+01, 8.939517975E+00, 3.579288793E-02
       159, 3.861356020E+00, 1.136394119E-15, 9.004932404E+00,-1.474656258E-02,-2.930636037E-05, 1.157110432E-13, 5.000486755E+01, 9.018325806E+00, 3.738021053E-02
       160, 4.765387058E+00,-9.188220600E-16, 8.599948883E+00,-4.694016650E-03,-1.891019929E-04, 1.748586441E-13, 5.000498199E+01, 8.605748177E+00, 3.427171749E-02
       161, 4.591411114E+00,-1.046064620E-15, 8.498526573E+00,-7.783447858E-03,-1.860454067E-04, 8.082680694E-14, 5.000513077E+01, 8.528615952E+00, 4.429344723E-02
       162, 4.415479183E+00,-9.367588297E-16, 8.596413612E+00,-1.055205427E-02,-1.560700766E-04, 1.763475263E-13, 5.000509262E+01, 8.615691185E+00, 3.524716199E-02
       163, 4.239912987E+00,-6.978994958E-17, 8.690710068E+00,-1.268568262E-02,-1.416306768E-04, 1.279180958E-13, 5.000506210E+01, 8.686413765E+00, 3.524716199E-02
       164, 4.068189144E+00, 1.069102010E-15, 8.776541710E+00,-1.425716188E-02,-8.871471800E-05,-7.949165177E-14, 5.000502396E+01, 8.799322128E+00, 3.579288793E-02
       165, 3.785738945E+00,-4.142299154E-17, 9.177458763E+00,-1.435376983E-02,-1.914697896E-05, 8.857486210E-15, 5.000481415E+01, 9.199858665E+00, 3.919324601E-02
       166, 3.500059366E+00, 7.024226121E-16, 9.941690445E+00,-1.271346863E-02, 2.668103434E-06,-3.213431244E-20, 5.000463867E+01, 9.956268311E+00, 0.000000000E+00
       167, 4.005043507E+00, 1.889408209E-15, 8.860898972E+00,-1.436938904E-02,-7.724369789E-05, 2.633145510E-13, 5.000500488E+01, 8.862590790E+00, 3.579288793E-02
       168, 4.941537380E+00,-4.140227960E-16, 8.499913216E+00,-1.478877384E-03,-2.183858742E-04, 3.541267926E-13, 5.000502396E+01, 8.499985695E+00, 0.000000000E+00
       169, 3.691570520E+00,-1.088553804E-16, 9.240430832E+00,-1.461376064E-02,-1.371592407E-05, 1.848547763E-15, 5.000482178E+01, 9.247087479E+00, 3.919324601E-02
       170, 3.695831537E+00,-4.626508252E-16, 9.354880333E+00,-1.376127079E-02, 2.677915916E-07,-8.059688588E-15, 5.000476074E+01, 9.332924843E+00, 3.919324601E-02
       171, 4.707822323E+00,-1.050379406E-15, 8.499331474E+00,-6.539262831E-03,-2.005724527E-04,-8.141603355E-14, 5.000512695E+01, 8.502560616E+00, 3.557992659E-02
       172, 3.500019789E+00, 9.063562894E-17, 9.708475113E+00,-1.331729814E-02,-3.938851478E-06, 3.274883272E-15, 5.000465775E+01, 9.679401398E+00, 4.097468456E-02
       173, 3.599150896E+00,-1.035866979E-15, 9.532238960E+00,-1.322855614E-02, 9.381304835E-07, 8.625590612E-15, 5.000466919E+01, 9.547224045E+00, 4.097468456E-02
       174, 3.846765518E+00, 1.861026041E-15, 8.911803246E+00,-1.586611941E-02,-4.717525007E-05, 1.590698110E-13, 5.000499344E+01, 8.906352043E+00, 3.332277436E-02
       175, 3.777230978E+00, 4.585567443E-16, 9.068245888E+00,-1.566899568E-02,-1.541927304E-05,-2.283437094E-14, 5.000485229E+01, 9.075119972E+00, 3.550758903E-02
       176, 4.534658909E+00,-6.553953428E-16, 8.397970200E+00,-9.035740979E-03,-2.195010020E-04, 3.524819359E-14, 5.000531387E+01, 8.400356293E+00, 5.888114028E-02
       177, 4.360105515E+00,-1.048202637E-15, 8.495608330E+00,-1.247603353E-02,-1.802228217E-04,-7.546499775E-14, 5.000524902E+01, 8.488750458E+00, 4.016952949E-02
       178, 4.187082767E+00,-9.986415745E-16, 8.590332985E+00,-1.533090882E-02,-1.382533810E-04,-1.634852481E-13, 5.000517654E+01, 8.593506813E+00, 3.627322276E-02
       179, 4.019565105E+00,-2.420087215E-16, 8.679846764E+00,-1.642224938E-02,-9.252123709E-05,-1.243932728E-13, 5.000511169E+01, 8.685044289E+00, 3.460944131E-02
       180, 3.400081635E+00, 1.408943170E-15, 9.883671761E+00,-1.293167658E-02,-3.013666117E-07,-5.714409629E-15, 5.000464249E+01, 9.868251801E+00, 3.119369180E-02
       181, 3.499443769E+00,-9.796424138E-16, 9.592181206E+00,-1.358741149E-02, 4.864174116E-06,-5.951033259E-15, 5.000467300E+01, 9.592180252E+00, 4.097468456E-02
       182, 3.597376585E+00,-7.805794009E-16, 9.416256905E+00,-1.436283812E-02, 1.049537332E-05, 1.304949970E-15, 5.000473785E+01, 9.397996902E+00, 3.556352058E-02
       183, 3.912240028E+00, 1.775506842E-15, 8.846158981E+00,-1.531550195E-02,-5.513768338E-05,-3.148017259E-13, 5.000501251E+01, 8.857118607E+00, 3.332277436E-02
       184, 3.762562037E+00, 1.808267323E-15, 8.868809700E+00,-1.733951457E-02,-3.572318019E-05, 1.575185176E-13, 5.000500870E+01, 8.874106407E+00, 3.332277436E-02
       185, 3.680933714E+00, 8.840584514E-16, 9.019382477E+00,-1.664404012E-02,-6.073832083E-06, 7.427469284E-15, 5.000486374E+01, 9.038472176E+00, 3.550758903E-02
       186, 3.591552973E+00,-6.724716991E-17, 9.187401772E+00,-1.624877751E-02,-5.244120075E-06, 2.332232375E-15, 5.000482941E+01, 9.164486885E+00, 3.550758903E-02
       187, 4.883388519E+00,-4.680213846E-16, 8.399741173E+00,-3.742525354E-03,-2.374021133E-04, 2.012946160E-13, 5.000517273E+01, 8.405945778E+00, 3.258347468E-02
       188, 4.245947361E+00,-1.038643341E-15, 8.493889809E+00,-1.418939419E-02,-1.736695267E-04, 7.461678234E-14, 5.000527191E+01, 8.487462044E+00, 4.016952949E-02
       189, 4.419287205E+00,-6.491251814E-16, 8.396974564E+00,-1.222060341E-02,-1.936540502E-04,-3.641147857E-14, 5.000531769E+01, 8.414774895E+00, 4.016952949E-02
       190, 4.075627804E+00,-1.006690823E-15, 8.588072777E+00,-1.594114117E-02,-1.316351554E-04, 1.684547040E-13, 5.000519562E+01, 8.591812134E+00, 3.627322276E-02
       191, 3.913705587E+00,-2.453697482E-16, 8.679633141E+00,-1.725788042E-02,-8.779589552E-05, 1.308687215E-13, 5.000512695E+01, 8.684884071E+00, 3.460944131E-02
       192, 4.766926289E+00,-6.607043336E-16, 8.399337769E+00,-5.776522681E-03,-2.338050836E-04,-3.426317220E-14, 5.000520325E+01, 8.405643463E+00, 3.258347468E-02
       193, 3.400000334E+00, 1.107430039E-15, 9.767443657E+00,-1.304367092E-02, 4.124715815E-06, 7.077146622E-16, 5.000465775E+01, 9.781081200E+00, 3.119369180E-02
       194, 3.399154425E+00,-1.042158633E-15, 9.535342216E+00,-1.407502219E-02, 8.077787243E-06, 4.411305238E-15, 5.000468063E+01, 9.549551964E+00, 4.097468456E-02
       195, 3.496881485E+00,-4.803284028E-16, 9.360730171E+00,-1.456168387E-02, 1.367933419E-05,-3.317316870E-15, 5.000474548E+01, 9.356351852E+00, 3.556352058E-02
       196, 3.589424133E+00, 4.256869161E-16, 9.075566292E+00,-1.703684218E-02, 3.339853265E-06,-6.730105365E-15, 5.000487518E+01, 9.080610275E+00, 3.550758903E-02
       197, 4.593547344E+00,-2.835035421E-16, 8.298483849E+00,-1.024257019E-02,-2.750801796E-04,-5.317602624E-14, 5.000542450E+01, 8.277769089E+00, 3.738205107E-02
       198, 3.869525671E+00, 9.518396161E-16, 8.761587143E+00,-1.705954969E-02,-8.055442595E-05, 1.904214049E-14, 5.000510025E+01, 8.746349335E+00, 3.460944131E-02
       199, 4.709403515E+00,-2.844976941E-16, 8.299045563E+00,-6.402920466E-03,-2.751805296E-04, 5.317797865E-14, 5.000533676E+01, 8.304490089E+00, 4.688446625E-02
       200, 3.300022364E+00, 7.065206104E-16, 9.941981316E+00,-1.310262829E-02, 3.355163699E-06,-4.086933971E-20, 5.000464249E+01, 9.956486702E+00, 0.000000000E+00
       201, 3.299672365E+00,-9.711272974E-16, 9.594117165E+00,-1.425432507E-02, 2.162666715E-05,-3.139525078E-15, 5.000467682E+01, 9.597994804E+00, 3.733516068E-02
       202, 3.299942255E+00, 1.081833326E-16, 9.709924698E+00,-1.401478704E-02, 1.028406587E-05, 1.674797589E-15, 5.000466919E+01, 9.684849739E+00, 3.733516068E-02
       203, 3.398366690E+00,-7.981322000E-16, 9.419873238E+00,-1.506759319E-02, 2.608359500E-05, 5.273559896E-16, 5.000473404E+01, 9.409979820E+00, 3.743272219E-02
       204, 3.495319128E+00,-1.207917025E-16, 9.246324539E+00,-1.491714362E-02, 2.483159369E-05, 1.082508107E-15, 5.000484085E+01, 9.270547867E+00, 3.556352058E-02
       205, 3.776574373E+00, 1.208442742E-15, 8.775498390E+00,-1.864788868E-02,-5.480863547E-05,-2.602341187E-14, 5.000511551E+01, 8.769007683E+00, 2.880375425E-02
       206, 3.680855751E+00, 1.509137109E-15, 8.913076401E+00,-1.810945384E-02,-2.050959120E-05, 8.994381134E-15, 5.000503922E+01, 8.898644447E+00, 3.728365130E-02
       207, 4.941851139E+00,-5.399858862E-17, 8.299828529E+00,-1.544855535E-03,-2.723451762E-04, 4.643587252E-14, 5.000522232E+01, 8.299893379E+00, 0.000000000E+00
       208, 4.536430359E+00,-6.261981568E-17, 8.198384285E+00,-1.143369079E-02,-2.930018236E-04,-2.173008033E-14, 5.000552368E+01, 8.202693939E+00, 3.738205107E-02
       209, 4.190561295E+00,-6.386758124E-16, 8.394732475E+00,-1.659446955E-02,-1.680011774E-04, 3.736222012E-14, 5.000545120E+01, 8.391263962E+00, 3.719784362E-02
       210, 4.362900257E+00,-2.771012436E-16, 8.297047615E+00,-1.375336293E-02,-2.353424788E-04, 5.204302904E-14, 5.000550079E+01, 8.288152695E+00, 3.627624428E-02
       211, 4.021128654E+00,-1.045247657E-15, 8.491399765E+00,-1.862818003E-02,-1.150409880E-04,-6.795393732E-14, 5.000536346E+01, 8.488739967E+00, 3.373022021E-02
       212, 3.857554674E+00,-1.018908214E-15, 8.589447975E+00,-2.000149153E-02,-5.483687346E-05,-1.614644964E-13, 5.000525284E+01, 8.587273598E+00, 3.105567044E-02
       213, 3.200071096E+00, 1.415074418E-15, 9.884108543E+00,-1.319589838E-02, 6.473896974E-07,-2.858868758E-15, 5.000464630E+01, 9.845186234E+00, 4.101218340E-02
       214, 3.199801207E+00,-1.044502056E-15, 9.536853790E+00,-1.433753129E-02, 2.293878060E-05, 1.915641243E-15, 5.000468063E+01, 9.554001808E+00, 3.733516068E-02
       215, 3.200072527E+00, 1.118250250E-15, 9.768280029E+00,-1.359590515E-02, 1.045772660E-05, 3.690149857E-16, 5.000466156E+01, 9.761756897E+00, 4.101218340E-02
       216, 3.298708200E+00,-4.887133937E-16, 9.363235474E+00,-1.567806117E-02, 3.128403478E-05,-1.166688782E-15, 5.000474167E+01, 9.367501259E+00, 3.743272219E-02
       217, 3.703891516E+00, 5.388078155E-17, 8.702342033E+00,-2.080836147E-02,-3.843678860E-05,-9.713649495E-14, 5.000514603E+01, 8.714139938E+00, 2.880375425E-02
       218, 3.591130018E+00, 1.596465253E-15, 8.856513023E+00,-1.951267757E-02,-9.962399417E-06, 7.718452461E-14, 5.000504684E+01, 8.856223106E+00, 3.728365130E-02
       219, 3.493149042E+00, 8.888219530E-16, 9.020695686E+00,-1.812838204E-02, 2.741377284E-05,-1.229978067E-14, 5.000489044E+01, 9.034727097E+00, 3.997027198E-02
       220, 3.396493673E+00,-7.497888665E-17, 9.190612793E+00,-1.663935184E-02, 3.698354703E-05, 4.411809222E-16, 5.000487137E+01, 9.162164688E+00, 3.997027198E-02
       221, 4.421155453E+00,-6.248762560E-17, 8.197943687E+00,-1.364864688E-02,-2.592698147E-04, 2.221211259E-14, 5.000554276E+01, 8.213824272E+00, 3.627624428E-02
       222, 4.077198505E+00,-6.372308801E-16, 8.394500732E+00,-1.826256886E-02,-1.662415307E-04,-3.793280692E-14, 5.000547028E+01, 8.391090393E+00, 3.719784362E-02
       223, 4.248332500E+00,-2.762111708E-16, 8.296523094E+00,-1.585021801E-02,-2.254744904E-04,-5.226166857E-14, 5.000552750E+01, 8.287758827E+00, 3.627624428E-02
       224, 3.908915758E+00,-1.054104021E-15, 8.492987633E+00,-1.999965683E-02,-1.093414758E-04, 6.919454837E-14, 5.000538254E+01, 8.489931107E+00, 3.373022021E-02
       225, 3.740692139E+00,-9.762608465E-16, 8.598245621E+00,-2.172722854E-02,-4.833910134E-05, 1.340547224E-13, 5.000526810E+01, 8.593872070E+00, 3.105567044E-02
       226, 4.767908573E+00,-6.482201532E-17, 8.199286461E+00,-6.349421106E-03,-2.963231236E-04, 2.120818373E-14, 5.000540543E+01, 8.195146561E+00, 3.447520028E-02
       227, 3.494932890E+00, 1.434521553E-15, 8.907949448E+00,-1.962813921E-02, 4.158119737E-06,-1.582403066E-14, 5.000505829E+01, 8.894800186E+00, 3.728365130E-02
       228, 3.100049019E+00, 7.085538600E-16, 9.942127228E+00,-1.341627724E-02, 1.988442818E-06,-2.414043900E-20, 5.000464630E+01, 9.908390045E+00, 0.000000000E+00
       229, 3.199624777E+00,-8.061145326E-16, 9.421441078E+00,-1.543332823E-02, 5.574781244E-05, 2.019809355E-16, 5.000473404E+01, 9.410264969E+00, 3.686313276E-02
       230, 3.100169420E+00, 1.170826379E-16, 9.710652351E+00,-1.383069903E-02, 1.558325130E-05, 7.543997301E-16, 5.000466156E+01, 9.699477196E+00, 4.101218340E-02
       231, 3.600153685E+00, 7.410336031E-16, 8.739090919E+00,-2.038505673E-02,-1.708180662E-06, 5.737968897E-15, 5.000515366E+01, 8.768156052E+00, 3.728365130E-02
       232, 3.396452665E+00, 4.417006563E-16, 9.076820374E+00,-1.826665923E-02, 3.163453584E-05,-1.424917787E-15, 5.000489807E+01, 9.076819420E+00, 3.997027198E-02
       233, 4.883893967E+00,-2.700582738E-17, 8.199666023E+00,-3.955645021E-03,-2.989571367E-04, 1.180667197E-14, 5.000537491E+01, 8.195430756E+00, 3.447520028E-02
       234, 4.594703674E+00, 3.057791628E-18, 8.098832130E+00,-1.098166592E-02,-3.177459294E-04,-3.520984629E-14, 5.000566864E+01, 8.086346626E+00, 4.004640919E-02
       235, 4.020690441E+00,-2.748661354E-16, 8.296621323E+00,-2.075082436E-02,-1.540735975E-04, 5.178528369E-14, 5.000555801E+01, 8.317680359E+00, 3.719784362E-02
       236, 3.851519823E+00,-6.482392379E-16, 8.397322655E+00,-2.234776504E-02,-1.002463687E-04, 3.603448581E-14, 5.000547409E+01, 8.418182373E+00, 3.373022021E-02
       237, 3.679820299E+00,-1.025652079E-15, 8.504027367E+00,-2.332041413E-02,-3.427171760E-05,-9.624626671E-14, 5.000536728E+01, 8.523208618E+00, 3.105567044E-02
       238, 3.100137472E+00,-4.920252925E-16, 9.364150047E+00,-1.569707692E-02, 6.295079947E-05,-3.157671065E-16, 5.000473785E+01, 9.347780228E+00, 3.686313276E-02
       239, 3.100167990E+00,-9.663591372E-16, 9.595033646E+00,-1.424084976E-02, 3.515524077E-05,-1.447128262E-15, 5.000468063E+01, 9.556216240E+00, 4.177130364E-02
       240, 3.298397779E+00,-1.250968004E-16, 9.248379707E+00,-1.693000272E-02, 6.136314187E-05, 4.254144627E-16, 5.000485992E+01, 9.236000061E+00, 3.944227115E-02
       241, 3.298931360E+00, 9.248702988E-16, 9.019822121E+00,-1.904027723E-02, 5.054693247E-05,-8.679905752E-15, 5.000490570E+01, 9.034071922E+00, 3.997027198E-02
       242, 4.537315845E+00, 8.796108932E-16, 7.998898029E+00,-1.206714753E-02,-3.280514793E-04,-3.631023637E-13, 5.000581741E+01, 8.011396408E+00, 4.004640919E-02
       243, 4.364118099E+00, 1.022927693E-17, 8.098232269E+00,-1.665092260E-02,-2.804192773E-04, 3.239536725E-14, 5.000573349E+01, 8.091247559E+00, 3.972529979E-02
       244, 4.191685677E+00,-6.145269693E-17, 8.197378159E+00,-1.847945899E-02,-2.346195688E-04,-2.244156545E-14, 5.000568008E+01, 8.165606499E+00, 3.972529979E-02
       245, 3.739287138E+00,-6.624346631E-16, 8.399563789E+00,-2.454983257E-02,-7.664885925E-05,-3.458752653E-14, 5.000553513E+01, 8.394922256E+00, 4.270143016E-02
       246, 3.907224894E+00,-2.770181020E-16, 8.297854424E+00,-2.338894643E-02,-1.373424457E-04,-5.244226785E-14, 5.000563812E+01, 8.286008835E+00, 3.992547811E-02
       247, 4.077406406E+00,-6.155262696E-17, 8.197707176E+00,-2.234493196E-02,-2.140757861E-04, 2.227670393E-14, 5.000571823E+01, 8.169632912E+00, 4.442383848E-02
       248, 4.710325241E+00, 1.849758863E-18, 8.099173546E+00,-7.894993760E-03,-3.137364693E-04, 3.427937255E-14, 5.000558472E+01, 8.099173546E+00, 4.084822576E-02
       249, 3.575893164E+00,-9.946918599E-16, 8.498730659E+00,-2.352923714E-02,-4.996210919E-06, 1.050675897E-13, 5.000537491E+01, 8.521953583E+00, 3.548777909E-02
       250, 3.506527662E+00,-2.693637035E-16, 8.677617073E+00,-2.155142464E-02,-7.592968359E-06, 2.378920831E-14, 5.000521469E+01, 8.656117439E+00, 3.548777909E-02
       251, 3.399739504E+00, 1.515554548E-15, 8.849989891E+00,-2.075395733E-02, 4.720914148E-05, 1.499561634E-14, 5.000507355E+01, 8.856983185E+00, 4.011545656E-02
       252, 3.300435066E+00, 1.453024564E-15, 8.905738831E+00,-2.028219961E-02, 6.235988258E-05,-1.161785804E-14, 5.000507355E+01, 8.898795128E+00, 4.011545656E-02
       253, 3.000141382E+00, 1.418099066E-15, 9.884325981E+00,-1.328785717E-02,-7.255732157E-07,-1.400055676E-15, 5.000464249E+01, 9.805685043E+00, 3.533530171E-02
       254, 3.000260353E+00, 1.123451985E-15, 9.768679619E+00,-1.352753304E-02, 2.354687422E-05, 1.853155623E-16, 5.000465775E+01, 9.721955299E+00, 3.533530171E-02
       255, 3.100356102E+00,-1.262212367E-16, 9.248925209E+00,-1.697292551E-02, 8.014018385E-05, 1.185899066E-16, 5.000486755E+01, 9.223051071E+00, 3.944227115E-02
       256, 3.000571489E+00,-8.092585071E-16, 9.422024727E+00,-1.550960075E-02, 7.026755338E-05, 7.047398824E-17, 5.000473785E+01, 9.368700027E+00, 3.686313276E-02
       257, 3.000425577E+00,-1.045204670E-15, 9.537496567E+00,-1.430186071E-02, 3.878475763E-05, 7.200169687E-16, 5.000468063E+01, 9.494438171E+00, 4.177130364E-02
       258, 3.199532747E+00,-7.669390338E-17, 9.191361427E+00,-1.727425493E-02, 6.542445772E-05,-4.542129476E-17, 5.000486374E+01, 9.193235397E+00, 3.944227115E-02
       259, 3.200107574E+00, 4.565937455E-16, 9.076596260E+00,-1.846205257E-02, 8.105783490E-05, 1.546478874E-16, 5.000490952E+01, 9.107161522E+00, 3.944227115E-02
       260, 4.942042828E+00, 2.699276124E-17, 8.099837303E+00,-1.614518580E-03,-3.310891625E-04,-2.328941822E-14, 5.000546646E+01, 8.099922180E+00, 0.000000000E+00
       261, 4.249216080E+00, 1.037411791E-17, 8.098191261E+00,-1.855935715E-02,-2.694830473E-04,-3.262878147E-14, 5.000575256E+01, 8.091217041E+00, 3.972529979E-02
       262, 3.680830240E+00,-2.917484020E-16, 8.302464485E+00,-2.649153955E-02,-7.046375686E-05, 5.423191125E-14, 5.000565720E+01, 8.322097778E+00, 4.270143016E-02
       263, 3.849454165E+00,-6.773255949E-17, 8.200079918E+00,-2.549861185E-02,-1.375166321E-04,-2.082975990E-14, 5.000576019E+01, 8.212678909E+00, 3.992547811E-02
       264, 3.905634165E+00,-1.314807471E-17, 8.100130081E+00,-2.666113526E-02,-2.123749873E-04,-3.800455230E-14, 5.000586319E+01, 8.096449852E+00, 4.442383848E-02
       265, 4.020121098E+00,-9.120110449E-18, 8.098990440E+00,-2.420543693E-02,-2.161698067E-04, 4.098622009E-14, 5.000582886E+01, 8.095595360E+00, 4.442383848E-02
       266, 3.501650572E+00,-1.184789453E-15, 8.573053360E+00,-2.415352501E-02,-6.191050034E-06,-2.139704497E-14, 5.000532532E+01, 8.577695847E+00, 3.548777909E-02
       267, 3.101651430E+00, 9.550105898E-16, 9.018785477E+00,-1.941904239E-02, 1.026062746E-04,-7.758404210E-15, 5.000494003E+01, 9.004843712E+00, 3.720255497E-02
       268, 2.900584936E+00,-9.640859125E-16, 9.595416069E+00,-1.418131124E-02, 4.207862003E-05,-5.813852038E-16, 5.000468063E+01, 9.516640663E+00, 4.177130364E-02
       269, 2.901001692E+00,-4.930423673E-16, 9.364385605E+00,-1.546853129E-02, 9.677241178E-05, 3.410832272E-17, 5.000473785E+01, 9.281144142E+00, 3.736227687E-02
       270, 4.422006130E+00, 8.866501605E-16, 7.998739243E+00,-1.528849732E-02,-3.314921923E-04, 3.598045561E-13, 5.000588989E+01, 7.981324196E+00, 3.964760931E-02
       271, 4.595295429E+00, 1.416755884E-15, 7.899211884E+00,-1.279531419E-02,-3.943713673E-04,-4.758172929E-13, 5.000596619E+01, 7.878303051E+00, 4.028745398E-02
       272, 4.191972733E+00, 8.860786780E-16, 7.998830318E+00,-2.138950676E-02,-2.613487304E-04,-3.607622895E-13, 5.000588608E+01, 8.016695976E+00, 3.972529979E-02
       273, 3.735292673E+00,-6.826745418E-17, 8.202448845E+00,-2.767589316E-02,-1.003048601E-04, 1.874391755E-14, 5.000579071E+01, 8.208085060E+00, 6.502931424E-02
       274, 3.568103790E+00,-3.020973711E-16, 8.307260513E+00,-2.678593434E-02,-2.761833093E-05,-5.575745825E-14, 5.000569153E+01, 8.320253372E+00, 3.340058829E-02
