nodenumber,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      y-velocity,      x-velocity,        pressure,boundary-normal-dist
       168,-6.675283909E-01,-1.391625963E-02, 1.015756226E+02, 6.601021290E-01,-3.140252233E-01, 4.999901199E+01, 1.058738037E+03, 0.000000000E+00
       169,-1.562550366E-01,-1.386996545E-02, 6.711661621E+03, 1.077264786E+01, 1.812156200E+00, 8.429265976E+00, 1.952447021E+03, 3.257198259E-03
       170,-6.775363684E-01,-1.385340653E-02, 8.505751038E+01, 5.818080306E-01,-3.140252233E-01, 4.999901199E+01, 1.024451660E+03, 0.000000000E+00
       171,-6.875442863E-01,-1.379055344E-02, 7.153386688E+01, 5.146479607E-01,-3.140252233E-01, 4.999901199E+01, 9.880783081E+02, 0.000000000E+00
       172,-6.975522041E-01,-1.372770034E-02, 6.062408066E+01, 4.581118226E-01,-3.140252233E-01, 4.999901199E+01, 9.498660889E+02, 0.000000000E+00
       173, 1.746561378E-01,-1.369357388E-02, 3.813178467E+03, 1.069982147E+01,-2.151726484E-01, 9.832422256E+00,-7.324515991E+02, 5.511780269E-03
       174,-7.075601816E-01,-1.366484724E-02, 5.194498444E+01, 4.114479721E-01,-3.140252233E-01, 4.999901199E+01, 9.096565552E+02, 0.000000000E+00
       175,-7.175680399E-01,-1.360199414E-02, 4.511740875E+01, 3.737202883E-01,-3.140252233E-01, 4.999901199E+01, 8.673342285E+02, 0.000000000E+00
       176,-7.275759578E-01,-1.353914104E-02, 3.981779099E+01, 3.439360857E-01,-3.140252233E-01, 4.999901199E+01, 8.238549805E+02, 0.000000000E+00
       177,-1.483971924E-01,-1.348444447E-02, 2.826527148E+04, 1.470252037E+01, 5.345605373E+00, 1.715240002E+00, 2.032221069E+03, 8.155145915E-04
       178,-7.375838757E-01,-1.347628795E-02, 3.575206757E+01, 3.210247159E-01,-3.140252233E-01, 4.999901199E+01, 7.792383423E+02, 0.000000000E+00
       179,-7.475918531E-01,-1.341343485E-02, 3.266569519E+01, 3.039733469E-01,-3.140252233E-01, 4.999901199E+01, 7.336917725E+02, 0.000000000E+00
       180,-1.759913117E-01,-1.339627802E-02, 5.241525391E+03, 9.790339470E+00, 2.457847744E-01, 1.310699463E+01, 1.871225586E+03, 3.606928512E-03
       181,-7.575997710E-01,-1.335058175E-02, 3.037449265E+01, 2.919093668E-01,-3.140252233E-01, 4.999901199E+01, 6.882985229E+02, 0.000000000E+00
       182,-7.676076889E-01,-1.328772772E-02, 2.871341515E+01, 2.839664817E-01,-3.140252233E-01, 4.999901199E+01, 6.435579224E+02, 0.000000000E+00
       183, 1.218611076E-01,-1.327096391E-02, 2.460615967E+03, 5.515513897E+00,-8.569894791E+00,-5.382371321E-02,-6.439240112E+02, 0.000000000E+00
       184,-7.776155472E-01,-1.322487555E-02, 2.754843712E+01, 2.793796062E-01,-3.140252233E-01, 4.999901199E+01, 6.000894165E+02, 0.000000000E+00
       185, 1.440650225E-01,-1.320735924E-02, 1.615051147E+03, 6.774362564E+00,-5.513363481E-01, 8.067992210E+00,-7.199739380E+02, 5.805866327E-03
       186,-7.876235247E-01,-1.316202246E-02, 2.678100586E+01, 2.774909139E-01,-3.140252233E-01, 4.999901199E+01, 5.586381836E+02, 0.000000000E+00
       187,-1.603454202E-01,-1.316046249E-02, 4.717468262E+03, 1.015292931E+01, 1.214913487E+00, 9.457629204E+00, 1.922602173E+03, 3.940999974E-03
       188,-7.976314425E-01,-1.309916936E-02, 2.633917427E+01, 2.777213454E-01,-3.140252233E-01, 4.999901199E+01, 5.207543945E+02, 0.000000000E+00
       189, 1.263446659E-01,-1.306506805E-02, 3.010590820E+03, 7.660738945E+00,-5.458772182E+00, 3.515392542E+00,-6.595285645E+02, 4.482177086E-03
       190,-8.076393604E-01,-1.303631533E-02, 2.616695976E+01, 2.795546055E-01,-3.140252233E-01, 4.999901199E+01, 4.876670532E+02, 0.000000000E+00
       191, 1.862533689E-01,-1.298778597E-02, 3.431614258E+03, 1.109189892E+01,-1.779726148E-01, 9.419439316E+00,-7.334573975E+02, 6.290387362E-03
       192,-8.176473379E-01,-1.297346316E-02, 2.621653175E+01, 2.825427949E-01,-3.140252233E-01, 4.999901199E+01, 4.604732056E+02, 0.000000000E+00
       193,-8.276551962E-01,-1.291061006E-02, 2.646848297E+01, 2.863668501E-01,-3.140252233E-01, 4.999901199E+01, 4.408737793E+02, 0.000000000E+00
       194,-8.376631141E-01,-1.284775604E-02, 2.692024803E+01, 2.907575369E-01,-3.140252233E-01, 4.999901199E+01, 4.306118164E+02, 0.000000000E+00
       195,-8.476710320E-01,-1.278490294E-02, 2.755843544E+01, 2.954916358E-01,-3.140252233E-01, 4.999901199E+01, 4.311297913E+02, 0.000000000E+00
       196,-1.836425215E-01,-1.274528168E-02, 4.236314453E+03, 9.364217758E+00, 1.927941591E-01, 1.314757347E+01, 1.857394043E+03, 4.209862091E-03
       197, 1.298720986E-01,-1.273243129E-02, 2.263156494E+03, 7.342672825E+00,-3.557193756E+00, 5.243456841E+00,-6.808344727E+02, 6.191650406E-03
       198,-8.576790094E-01,-1.272205077E-02, 2.843577766E+01, 3.008899987E-01,-3.140252233E-01, 4.999901199E+01, 4.433561401E+02, 0.000000000E+00
       199,-8.676869273E-01,-1.265919767E-02, 2.963666344E+01, 3.073332906E-01,-3.140252233E-01, 4.999901199E+01, 4.680467529E+02, 0.000000000E+00
       200,-1.491697133E-01,-1.265425794E-02, 1.867808398E+04, 1.420799828E+01, 7.260611057E+00,-4.611590207E-01, 2.006466553E+03, 1.593230991E-03
       201, 1.225960851E-01,-1.261741482E-02, 2.582289062E+03, 5.735479832E+00,-8.641862869E+00, 4.339522421E-01,-6.492425537E+02, 7.308591157E-04
       202,-8.776948452E-01,-1.259634364E-02, 3.113579941E+01, 3.146008849E-01,-3.140252233E-01, 4.999901199E+01, 5.048302307E+02, 0.000000000E+00
       203,-8.877027631E-01,-1.253349055E-02, 3.282925034E+01, 3.221431375E-01,-3.140252233E-01, 4.999901199E+01, 5.519392700E+02, 0.000000000E+00
       204,-8.977106810E-01,-1.247063838E-02, 3.457345963E+01, 3.291097581E-01,-3.140252233E-01, 4.999901199E+01, 6.070892944E+02, 0.000000000E+00
       205,-9.077185988E-01,-1.240778435E-02, 3.613041306E+01, 3.342476189E-01,-3.140252233E-01, 4.999901199E+01, 6.663372192E+02, 0.000000000E+00
       206,-9.177265167E-01,-1.234493125E-02, 3.713359070E+01, 3.357686996E-01,-3.140252233E-01, 4.999901199E+01, 7.230816040E+02, 0.000000000E+00
       207,-9.277344942E-01,-1.228207815E-02, 3.716953659E+01, 3.314729333E-01,-3.140252233E-01, 4.999901199E+01, 7.711373291E+02, 0.000000000E+00
       208, 1.997826397E-01,-1.225773711E-02, 3.098191162E+03, 1.141946411E+01,-1.606670618E-01, 9.034423828E+00,-7.344782104E+02, 7.105388679E-03
       209,-1.649700254E-01,-1.222583558E-02, 3.516020264E+03, 9.645785332E+00, 8.979157209E-01, 9.720088959E+00, 1.900425781E+03, 4.846565891E-03
       210,-9.377423525E-01,-1.221922506E-02, 3.597705460E+01, 3.198855221E-01,-3.140252233E-01, 4.999901199E+01, 8.074572754E+02, 0.000000000E+00
       211,-9.477502704E-01,-1.215637196E-02, 3.355649948E+01, 3.009590507E-01,-3.140252233E-01, 4.999901199E+01, 8.309143066E+02, 0.000000000E+00
       212,-9.577582479E-01,-1.209351886E-02, 3.015445900E+01, 2.759388387E-01,-3.140252233E-01, 4.999901199E+01, 8.417918701E+02, 0.000000000E+00
       213,-1.925477684E-01,-1.206924673E-02, 3.496767578E+03, 8.945066452E+00, 1.595465541E-01, 1.318161774E+01, 1.844930054E+03, 4.829956219E-03
       214,-9.677661657E-01,-1.203066576E-02, 2.624203110E+01, 2.473355085E-01,-3.140252233E-01, 4.999901199E+01, 8.421149292E+02, 0.000000000E+00
       215,-9.777740836E-01,-1.196781173E-02, 2.229244804E+01, 2.178642601E-01,-3.140252233E-01, 4.999901199E+01, 8.345887451E+02, 0.000000000E+00
       216,-9.877819419E-01,-1.190495957E-02, 1.858834839E+01, 1.893419474E-01,-3.140252233E-01, 4.999901199E+01, 8.216306763E+02, 0.000000000E+00
       217, 1.233884692E-01,-1.190351136E-02, 2.742212158E+03, 6.217972755E+00,-8.644685745E+00, 1.077432513E+00,-6.563997803E+02, 1.518744859E-03
       218, 1.500769407E-01,-1.190108806E-02, 1.414859131E+03, 7.080711842E+00,-4.051377475E-01, 7.254200459E+00,-7.256246948E+02, 7.149868179E-03
       219,-9.977899194E-01,-1.184210647E-02, 1.526713848E+01, 1.627391130E-01,-3.140252233E-01, 4.999901199E+01, 8.051602173E+02, 0.000000000E+00
       220,-1.007797837E+00,-1.177925337E-02, 1.237024784E+01, 1.385070831E-01,-3.140252233E-01, 4.999901199E+01, 7.867002563E+02, 0.000000000E+00
       221,-1.017805815E+00,-1.171639934E-02, 9.881896019E+00, 1.167945787E-01,-3.140252233E-01, 4.999901199E+01, 7.673728638E+02, 0.000000000E+00
       222,-1.027813673E+00,-1.165354718E-02, 7.763616085E+00, 9.760741144E-02,-3.140252233E-01, 4.999901199E+01, 7.478958740E+02, 0.000000000E+00
       223,-1.037821531E+00,-1.159069408E-02, 5.972895145E+00, 8.088068664E-02,-3.140252233E-01, 4.999901199E+01, 7.286638184E+02, 0.000000000E+00
       224, 2.150796205E-01,-1.155541651E-02, 2.805406250E+03, 1.160968018E+01,-1.476807594E-01, 8.692787170E+00,-7.355208130E+02, 7.903764956E-03
       225,-1.047829509E+00,-1.152784005E-02, 4.475809097E+00, 6.653468311E-02,-3.140252233E-01, 4.999901199E+01, 7.100256958E+02, 0.000000000E+00
       226,-1.057837486E+00,-1.146498695E-02, 3.256923914E+00, 5.449254066E-02,-3.140252233E-01, 4.999901199E+01, 6.921381836E+02, 0.000000000E+00
       227,-1.068213105E+00,-1.139982603E-02, 2.295327425E+00, 4.439294711E-02,-3.140252233E-01, 4.999901581E+01, 6.743151855E+02, 0.000000000E+00
       228,-1.475685388E-01,-1.139374450E-02, 2.258552148E+04, 1.309142971E+01, 8.684000015E+00, 5.453488231E-02, 1.996248779E+03, 0.000000000E+00
       229,-2.029288560E-01,-1.135889348E-02, 2.920873779E+03, 8.506602287E+00, 1.537253112E-01, 1.323549271E+01, 1.833331177E+03, 5.475101527E-03
       230,-1.080143094E+00,-1.132490020E-02, 1.526458502E+00, 3.536554426E-02,-3.140252531E-01, 4.999901199E+01, 6.549341431E+02, 0.000000000E+00
       231,-1.094126701E+00,-1.123707835E-02, 9.539076090E-01, 2.749544568E-02,-3.140252531E-01, 4.999901581E+01, 6.336359863E+02, 0.000000000E+00
       232, 5.246598721E+00,-1.114325784E-02, 5.232468262E+02, 1.717522240E+01,-3.323971927E-01, 3.688111115E+01, 0.000000000E+00, 0.000000000E+00
       233,-1.110438466E+00,-1.113463566E-02, 5.697715878E-01, 2.105565928E-02,-3.140252233E-01, 4.999901199E+01, 6.105008545E+02, 0.000000000E+00
       234,-1.521380395E-01,-1.103370078E-02, 7.575487793E+03, 1.180426979E+01, 6.354957104E+00, 3.371731758E+00, 1.970988770E+03, 4.571672063E-03
       235,-1.129632950E+00,-1.101408713E-02, 3.290157020E-01, 1.595637575E-02,-3.140252233E-01, 4.999901199E+01, 5.858329468E+02, 0.000000000E+00
       236, 2.319126129E-01,-1.094878092E-02, 2.568172852E+03, 1.166152382E+01,-1.377397478E-01, 8.507194519E+00,-7.360045776E+02, 8.616101928E-03
       237,-1.705721617E-01,-1.090594288E-02, 2.600170898E+03, 9.130783081E+00, 7.610870004E-01, 9.607694626E+00, 1.882537598E+03, 6.131248549E-03
       238,-1.151769638E+00,-1.087506115E-02, 1.908719540E-01, 1.216882467E-02,-3.140252233E-01, 4.999901581E+01, 5.602911987E+02, 0.000000000E+00
       239, 1.334323734E-01,-1.086973865E-02, 1.462241333E+03, 6.493138790E+00,-2.565868616E+00, 5.026905537E+00,-7.022958984E+02, 8.076665923E-03
       240,-1.483304948E-01,-1.073165797E-02, 1.822801758E+04, 1.271325684E+01, 9.296841621E+00, 9.159826636E-01, 1.983277466E+03, 7.661000709E-04
       241,-1.177852750E+00,-1.071125083E-02, 1.121289954E-01, 9.391767904E-03,-3.140252233E-01, 4.999900818E+01, 5.330379639E+02, 0.000000000E+00
       242,-2.150137424E-01,-1.060031168E-02, 2.450618652E+03, 8.022649765E+00, 1.454229057E-01, 1.326764488E+01, 1.822187134E+03, 6.157772616E-03
       243, 3.887991905E-01,-1.054497994E-02, 1.972539917E+03, 1.094656372E+01,-1.312678307E-01, 9.583980560E+00,-7.490106812E+02, 1.000517607E-02
       244, 4.086432159E-01,-1.054444630E-02, 1.935399902E+03, 1.095119667E+01,-1.288048774E-01, 9.671084404E+00,-7.501842041E+02, 1.013033558E-02
       245,-1.208283067E+00,-1.052013878E-02, 6.723544002E-02, 7.391874678E-03,-3.140252531E-01, 4.999901199E+01, 5.038837585E+02, 0.000000000E+00
       246, 2.503892779E-01,-1.049472671E-02, 2.380124512E+03, 1.160319042E+01,-1.391783059E-01, 8.438774109E+00,-7.371839600E+02, 9.186184034E-03
       247, 1.571332514E-01,-1.048531383E-02, 1.339901001E+03, 7.673539162E+00,-3.087229133E-01, 6.432834148E+00,-7.293074951E+02, 8.609928191E-03
       248, 1.218786985E-01,-1.046961080E-02, 2.481978760E+03, 5.256354809E+00,-1.060179901E+01,-6.657296419E-02,-6.648071289E+02, 0.000000000E+00
       249, 3.689545989E-01,-1.045310590E-02, 1.994584473E+03, 1.097135830E+01,-1.358454823E-01, 9.440601349E+00,-7.476276245E+02, 9.972419590E-03
       250, 4.285246432E-01,-1.036257111E-02, 1.868227295E+03, 1.098047733E+01,-1.284825504E-01, 9.676983833E+00,-7.511672974E+02, 1.043706667E-02
       251, 3.491052687E-01,-1.033295039E-02, 2.015302490E+03, 1.102484417E+01,-1.409724802E-01, 9.262825012E+00,-7.460341187E+02, 9.967913851E-03
       252,-1.243785024E+00,-1.029717457E-02, 4.232313856E-02, 5.993257742E-03,-3.140252233E-01, 4.999901199E+01, 4.731071777E+02, 0.000000000E+00
       253, 1.379932761E-01,-1.024017762E-02, 1.023663208E+03, 5.944024086E+00,-1.498904943E+00, 5.203279972E+00,-7.141082153E+02, 8.734858595E-03
       254, 2.701146007E-01,-1.021948643E-02, 2.234670410E+03, 1.146182346E+01,-1.430490166E-01, 8.483442307E+00,-7.389790039E+02, 9.585298598E-03
       255, 3.292542100E-01,-1.021482516E-02, 2.041322388E+03, 1.110221004E+01,-1.444189996E-01, 9.060155869E+00,-7.442504883E+02, 9.961368516E-03
       256, 3.094182014E-01,-1.012733486E-02, 2.079579834E+03, 1.119960308E+01,-1.455965638E-01, 8.843782425E+00,-7.423438721E+02, 9.924282320E-03
       257, 2.897619009E-01,-1.010745205E-02, 2.138385742E+03, 1.131841087E+01,-1.458856314E-01, 8.637584686E+00,-7.405486450E+02, 9.820719250E-03
       258,-1.559255123E-01,-1.008582022E-02, 3.014632812E+03, 9.572246552E+00, 3.885602474E+00, 4.693762302E+00, 1.938009888E+03, 7.043338381E-03
       259, 5.166753292E+00,-1.005955879E-02, 5.319028931E+02, 1.740330315E+01,-3.345926702E-01, 3.679383469E+01,-2.409741282E-01, 4.049716145E-02
       260,-1.283816576E+00,-1.004576217E-02, 2.853028290E-02, 5.065022036E-03,-3.140252233E-01, 4.999901581E+01, 4.427392883E+02, 0.000000000E+00
       261,-1.490971893E-01,-1.001252607E-02, 1.314497852E+04, 1.247754669E+01, 1.000157547E+01, 5.184874535E-01, 1.971853149E+03, 1.537296921E-03
       262,-4.877243340E-01,-9.956915863E-03, 6.308060913E+02, 2.287425041E+00, 1.419303566E-01, 2.533629990E+01, 1.464350952E+03, 5.088473205E-03
       263,-4.777523279E-01,-9.954138659E-03, 6.777828369E+02, 2.422227621E+00, 1.547356546E-01, 2.475522995E+01, 1.484309448E+03, 5.153877661E-03
       264,-4.976901710E-01,-9.930030443E-03, 5.802020264E+02, 2.147247076E+00, 1.314627528E-01, 2.589355469E+01, 1.444570435E+03, 5.052771419E-03
       265, 1.225942150E-01,-9.912799112E-03, 2.637379395E+03, 5.542587280E+00,-1.057387352E+01, 3.082437515E-01,-6.693132935E+02, 7.120060036E-04
       266,-4.677588344E-01,-9.894524701E-03, 7.116650391E+02, 2.538310766E+00, 1.709041744E-01, 2.413628387E+01, 1.504444824E+03, 5.276251584E-03
       267, 4.484822154E-01,-9.893072769E-03, 1.762166626E+03, 1.102501774E+01,-1.301030666E-01, 9.579006195E+00,-7.519613647E+02, 1.103189308E-02
       268,-5.076557398E-01,-9.888181463E-03, 5.296064453E+02, 2.007778645E+00, 1.219552159E-01, 2.643240356E+01, 1.424958496E+03, 5.032033660E-03
       269,-5.176245570E-01,-9.838270955E-03, 4.806029358E+02, 1.871362925E+00, 1.133749261E-01, 2.695681381E+01, 1.405496826E+03, 5.019336939E-03
       270,-2.289308459E-01,-9.811357595E-03, 2.058698730E+03, 7.470201492E+00, 1.106264368E-01, 1.324572086E+01, 1.811707764E+03, 6.859307177E-03
       271,-5.275985599E-01,-9.783592075E-03, 4.338405151E+02, 1.738906860E+00, 1.060163751E-01, 2.746958923E+01, 1.386147217E+03, 5.011375062E-03
       272,-1.325776100E+00,-9.782243520E-03, 2.076146193E-02, 4.506215453E-03,-3.140252233E-01, 4.999900818E+01, 4.149539795E+02, 0.000000000E+00
       273,-4.577052593E-01,-9.743142873E-03, 7.201867676E+02, 2.621872902E+00, 1.948199570E-01, 2.346471596E+01, 1.524846680E+03, 5.490769166E-03
       274,-5.375788212E-01,-9.725835174E-03, 3.895769653E+02, 1.610748053E+00, 1.001405045E-01, 2.797339058E+01, 1.366850098E+03, 5.006453954E-03
       275,-5.475662947E-01,-9.665910155E-03, 3.479141846E+02, 1.487016916E+00, 9.601455182E-02, 2.847113800E+01, 1.347518433E+03, 5.003653932E-03
       276, 1.264849454E-01,-9.652868845E-03, 2.579160889E+03, 7.371060848E+00,-7.198140144E+00, 2.314627171E+00,-6.825946655E+02, 4.601027817E-03
       277,-5.575608611E-01,-9.604225866E-03, 3.088939514E+02, 1.367727041E+00, 9.394293278E-02, 2.896618271E+01, 1.328048096E+03, 5.002568010E-03
       278, 1.297097802E-01,-9.580045007E-03, 1.884902588E+03, 7.099279404E+00,-4.612660408E+00, 3.266489744E+00,-6.948945312E+02, 7.825342007E-03
       279,-5.675566792E-01,-9.541402571E-03, 2.725905762E+02, 1.253103018E+00, 9.407424182E-02, 2.946209145E+01, 1.308346191E+03, 5.002614576E-03
       280,-1.771301329E-01,-9.522139095E-03, 1.987717407E+03, 8.563803673E+00, 6.814271808E-01, 9.433955193E+00, 1.867590454E+03, 7.473838981E-03
       281,-1.373649955E+00,-9.481579065E-03, 1.589243859E-02, 4.154287744E-03,-3.140251935E-01, 4.999901199E+01, 3.870174255E+02, 0.000000000E+00
       282,-5.775505900E-01,-9.478164837E-03, 2.390534821E+02, 1.143440604E+00, 9.647691250E-02, 2.996270180E+01, 1.288299927E+03, 5.003088154E-03
       283,-4.472936988E-01,-9.466192685E-03, 7.037692261E+02, 2.672369242E+00, 2.345103621E-01, 2.271275902E+01, 1.546119751E+03, 5.833100062E-03
       284,-5.875395536E-01,-9.415136650E-03, 2.083049622E+02, 1.039060116E+00, 1.012133509E-01, 3.047103882E+01, 1.267735107E+03, 5.003381986E-03
       285,-1.598985791E-01,-9.406676516E-03, 2.286586426E+03, 9.163203239E+00, 2.561511993E+00, 5.868706226E+00, 1.916261475E+03, 7.697517518E-03
       286,-5.975296497E-01,-9.352679364E-03, 1.803222351E+02, 9.401968718E-01, 1.079596430E-01, 3.099128342E+01, 1.246438721E+03, 5.003097467E-03
       287,-6.075218320E-01,-9.290468879E-03, 1.550552521E+02, 8.470081687E-01, 1.166189983E-01, 3.152798271E+01, 1.224204224E+03, 5.002554040E-03
       288, 1.234131977E-01,-9.281168692E-03, 2.832635254E+03, 6.179489613E+00,-1.031326389E+01, 8.290711641E-01,-6.754593506E+02, 1.527006389E-03
       289,-6.175162792E-01,-9.228208102E-03, 1.324436951E+02, 7.597156763E-01, 1.272439808E-01, 3.208537674E+01, 1.200811279E+03, 5.002046935E-03
       290,-6.275125146E-01,-9.165763855E-03, 1.124214096E+02, 6.786015630E-01, 1.396849602E-01, 3.266765976E+01, 1.176052124E+03, 5.001710262E-03
       291,-1.429452777E+00,-9.131117724E-03, 1.260420214E-02, 3.936307505E-03,-3.140252233E-01, 4.999900818E+01, 3.591547241E+02, 0.000000000E+00
       292,-4.364826381E-01,-9.122791700E-03, 6.853013916E+02, 2.726531029E+00, 2.854366899E-01, 2.190941620E+01, 1.568043945E+03, 6.244390737E-03
       293, 1.654976010E-01,-9.113656357E-03, 1.299519897E+03, 8.363278389E+00,-2.882860303E-01, 5.691827297E+00,-7.316688232E+02, 1.003408898E-02
       294,-6.375103593E-01,-9.103166871E-03, 9.490040588E+01, 6.039402485E-01, 1.541244984E-01, 3.327902222E+01, 1.149707642E+03, 5.001517944E-03
       295, 4.687552750E-01,-9.084208868E-03, 1.627308594E+03, 1.111769199E+01,-1.301459074E-01, 9.368870735E+00,-7.525484009E+02, 1.196805947E-02
       296,-2.444331497E-01,-9.043138474E-03, 1.737890015E+03, 6.860831738E+00, 9.228345752E-02, 1.323390961E+01, 1.802078979E+03, 7.530153729E-03
       297,-6.475094557E-01,-9.040486068E-03, 7.976086426E+01, 5.359367728E-01, 1.709287316E-01, 3.392478180E+01, 1.121505005E+03, 5.001401063E-03
       298,-6.575095057E-01,-8.977767080E-03, 6.685104370E+01, 4.747003317E-01, 1.898001730E-01, 3.461019135E+01, 1.091185547E+03, 5.001317244E-03
       299,-6.675100923E-01,-8.915031329E-03, 5.599050903E+01, 4.202456772E-01, 2.050057352E-01, 3.533086777E+01, 1.058944946E+03, 5.001244601E-03
       300,-6.775103807E-01,-8.852284402E-03, 4.697168732E+01, 3.725417256E-01, 2.234703451E-01, 3.608177567E+01, 1.024742065E+03, 5.001186859E-03
       301,-6.875150800E-01,-8.789499290E-03, 3.957348633E+01, 3.313660622E-01, 2.435183078E-01, 3.686980438E+01, 9.882358398E+02, 5.001138896E-03
       302,-6.975283027E-01,-8.726647124E-03, 3.358202744E+01, 2.962846458E-01, 2.484250516E-01, 3.769143295E+01, 9.498150024E+02, 5.001104437E-03
       303,-1.494363427E+00,-8.723457344E-03, 1.033327542E-02, 3.815801814E-03,-3.140252531E-01, 4.999901199E+01, 3.338753052E+02, 0.000000000E+00
       304,-4.246250987E-01,-8.699091151E-03, 6.675084839E+02, 2.789025068E+00, 3.422258794E-01, 2.100297165E+01, 1.591505127E+03, 6.742550526E-03
       305,-7.075423598E-01,-8.663780056E-03, 2.879348373E+01, 2.668505907E-01, 2.520115376E-01, 3.853833389E+01, 9.095180664E+02, 5.001080688E-03
       306,-7.175554037E-01,-8.600917645E-03, 2.500604439E+01, 2.425268739E-01, 2.600679994E-01, 3.941079330E+01, 8.672235107E+02, 5.001057405E-03
